scaffold,start,end,mid,sites,pi_ST,pi_SR1,pi_SR2,dxy_ST_SR1,dxy_ST_SR2,dxy_SR1_SR2,Fst_ST_SR1,Fst_ST_SR2,Fst_SR1_SR2
ChrX_MullerAD,20800001,20900000,20858332,1107,0.1134,0.0056,0.0507,0.0985,0.0926,0.075,0.1584,0.018,0.5139
ChrX_MullerAD,20900001,21000000,20925337,932,0.1762,0.0153,0.1258,0.18,0.1711,0.1792,0.2053,0.0214,0.4909
ChrX_MullerAD,21000001,21100000,21039414,454,0.1763,0.1057,0.0954,0.2414,0.1604,0.2502,0.2058,0.0254,0.3441
ChrX_MullerAD,21100001,21200000,21157530,121,0.0825,nan,0.0484,nan,0.0777,nan,nan,0.0018,nan
ChrX_MullerAD,21200001,21300000,21254647,128,0.1125,0.0375,0.0705,0.2352,0.1114,0.2652,0.2875,0.0233,0.7061
ChrX_MullerAD,21300001,21400000,21345047,291,0.1836,0.0974,0.1641,0.2179,0.1869,0.2463,0.1628,0.0132,0.2705
ChrX_MullerAD,21400001,21500000,21471148,492,0.0975,0.0415,0.0511,0.0764,0.0802,0.057,0.0312,0.011,0.0816
ChrX_MullerAD,21500001,21600000,21552783,1172,0.1131,0.0073,0.0459,0.0923,0.0959,0.0675,0.1344,0.0281,0.4777
ChrX_MullerAD,21600001,21700000,21648483,1136,0.0849,0.0043,0.0106,0.0578,0.06,0.0152,0.0779,0.0287,0.3298
ChrX_MullerAD,21700001,21800000,21753115,1176,0.0895,0.0059,0.0344,0.0734,0.0733,0.072,0.1354,0.0247,0.6008
ChrX_MullerAD,21800001,21900000,21854434,917,0.0633,0.0027,0.0281,0.0386,0.0463,0.0206,0.0452,0.0015,0.179
ChrX_MullerAD,21900001,22000000,21947279,989,0.0595,0.0034,0.0238,0.058,0.0449,0.0472,0.1961,0.0105,0.6
ChrX_MullerAD,22000001,22100000,22051674,1118,0.0804,0.0196,0.0313,0.0854,0.0614,0.0726,0.1841,0.0137,0.4342
ChrX_MullerAD,22100001,22200000,22151041,829,0.0791,0.0035,0.025,0.0701,0.0566,0.0641,0.1665,0.0111,0.6809
ChrX_MullerAD,22200001,22300000,22240348,861,0.0656,0.0034,0.0288,0.0461,0.0566,0.0402,0.0873,0.0275,0.485
ChrX_MullerAD,22300001,22400000,22358234,747,0.1217,0.0049,0.0559,0.1085,0.1165,0.0468,0.1695,0.043,0.2637
ChrX_MullerAD,22400001,22500000,22454305,1154,0.0884,0.0037,0.0293,0.0682,0.0698,0.0234,0.1214,0.0242,0.2067
ChrX_MullerAD,22500001,22600000,22540811,846,0.0661,0.0052,0.0224,0.0527,0.0547,0.0322,0.1225,0.0307,0.4203
ChrX_MullerAD,22600001,22700000,22653748,1009,0.0559,0.0077,0.0179,0.0396,0.0444,0.0289,0.0687,0.0259,0.3666
ChrX_MullerAD,22700001,22800000,22749522,653,0.0684,0.0087,0.022,0.0551,0.0628,0.0532,0.1128,0.0489,0.5388
ChrX_MullerAD,22800001,22900000,22823481,198,0.0844,0.0144,0.034,0.0602,0.08,0.0561,0.0454,0.0443,0.3861
ChrX_MullerAD,22900001,23000000,22971855,130,0.0347,0.0042,0.0269,0.0312,0.0358,0.0313,0.1227,0.027,0.3457
ChrX_MullerAD,23100001,23200000,23140139,267,0.1129,0.0361,0.0698,0.0875,0.1124,0.0889,0.0371,0.0341,0.2287
ChrX_MullerAD,23200001,23300000,23262738,404,0.0741,0.0027,0.0347,0.0767,0.0693,0.0667,0.2187,0.0373,0.6316
ChrX_MullerAD,23300001,23400000,23349914,416,0.0667,0.0032,0.0187,0.0457,0.0493,0.0283,0.0779,0.0181,0.4817
ChrX_MullerAD,23400001,23500000,23462229,477,0.0513,0.0032,0.0106,0.033,0.0323,0.0136,0.0535,0.0029,0.3323
ChrX_MullerAD,23500001,23600000,23554913,277,0.0741,0.0183,0.0187,0.0556,0.049,0.0317,0.0424,-0.0018,0.2059
ChrX_MullerAD,23800001,23900000,23860273,276,0.0677,0.0129,0.0198,0.0447,0.0463,0.0207,0.0158,0.0011,0.0976
ChrX_MullerAD,23900001,24000000,23932401,222,0.0735,0.0287,0.0177,0.0639,0.0469,0.0348,0.0684,-0.0087,0.1382
ChrX_MullerAD,24000001,24100000,24025118,266,0.0656,0.0027,0.0189,0.0383,0.0448,0.016,0.0057,-0.0014,0.2259
ChrX_MullerAD,24200001,24300000,24277412,266,0.1393,0.1045,0.1225,0.1315,0.1492,0.1397,0.029,0.0243,0.0804
ChrX_MullerAD,24500001,24600000,24563548,152,0.0948,0.05,0.0395,0.0956,0.0895,0.087,0.093,0.0378,0.2514
ChrX_MullerAD,24800001,24900000,24862000,108,0.0149,0.0,0.0,0.0168,0.0172,0.0176,0.1811,0.1283,1.0
ChrX_MullerAD,24900001,25000000,24936784,136,0.0672,0.0028,0.02,0.0474,0.0565,0.0397,0.0387,0.0259,0.6045
ChrX_MullerAD,25000001,25100000,25047760,128,0.0481,0.0189,0.0424,0.0524,0.0538,0.0596,0.1407,0.0405,0.3378
ChrX_MullerAD,25300001,25400000,25343391,150,0.1196,0.0501,0.048,0.104,0.0902,0.0784,0.0498,-0.0065,0.181
ChrX_MullerAD,25400001,25500000,25440347,190,0.1045,0.0647,0.017,0.0988,0.073,0.0762,0.0549,0.0087,0.19
ChrX_MullerAD,25600001,25700000,25648860,147,0.0629,0.0222,0.0283,0.0471,0.0508,0.0271,-0.0102,0.0026,0.0257
ChrX_MullerAD,25800001,25900000,25850972,137,0.06,0.0172,0.0192,0.0549,0.055,0.0417,0.0896,0.0376,0.3302
ChrX_MullerAD,25900001,26000000,25953952,197,0.0652,0.016,0.0296,0.0579,0.053,0.0518,0.0988,0.0078,0.3566
ChrX_MullerAD,26000001,26100000,26035714,102,nan,0.0041,0.0,0.0651,0.0668,0.0437,nan,nan,0.8722
ChrX_MullerAD,26100001,26200000,26173052,170,0.096,0.048,0.0574,0.0748,0.0783,0.0532,-0.0026,-0.0027,0.0032
ChrX_MullerAD,26200001,26300000,26223860,102,0.0202,0.0212,0.0213,0.0552,0.0302,0.0638,0.4621,0.2008,0.5165
ChrX_MullerAD,26400001,26500000,26462874,137,0.0746,0.0373,0.0419,0.0723,0.0723,0.0579,0.0692,0.0322,0.1375
ChrX_MullerAD,26800001,26900000,26853325,124,0.0382,0.0019,0.0125,0.0549,0.032,0.0448,0.3106,0.0123,0.7563
ChrX_MullerAD,27000001,27100000,27044853,211,0.0512,0.0161,0.0071,0.0388,0.0324,0.0204,0.0403,0.009,0.1843
ChrX_MullerAD,27300001,27400000,27325359,130,0.0829,0.0269,0.0388,0.0549,0.0589,0.0335,-0.0749,-0.0328,0.0093
ChrX_MullerAD,27600001,27700000,27648786,164,0.1546,0.1144,0.1067,0.1572,0.1378,0.1476,0.0549,0.0046,0.1053
ChrX_MullerAD,27700001,27800000,27762194,163,0.065,0.0088,0.0352,0.0596,0.0648,0.0598,0.1352,0.0399,0.4871
ChrX_MullerAD,27900001,28000000,27946196,199,0.0727,0.0191,0.0484,0.0676,0.0737,0.0652,0.1073,0.0325,0.3025
ChrX_MullerAD,28000001,28100000,28033535,213,0.0766,0.0211,0.0204,0.0636,0.0566,0.0429,0.0725,0.0137,0.2753
ChrX_MullerAD,28600001,28700000,28653578,129,0.0335,0.0094,0.0189,0.0343,0.0315,0.0272,0.1328,0.0225,0.2898
ChrX_MullerAD,28700001,28800000,28741343,168,0.0623,0.007,0.0211,0.0424,0.0494,0.0348,0.0398,0.013,0.4431
ChrX_MullerAD,28900001,29000000,28954498,349,0.0606,0.0063,0.0311,0.0514,0.0564,0.0414,0.1281,0.0316,0.4061
ChrX_MullerAD,29000001,29100000,29030846,193,0.1163,0.056,0.0485,0.1013,0.0959,0.0762,0.0489,0.0179,0.1379
ChrX_MullerAD,29300001,29400000,29350314,103,0.0209,0.0022,0.0233,0.0217,0.0405,0.0403,0.0339,0.3238,0.7107
ChrX_MullerAD,29400001,29500000,29452375,170,0.0767,0.0236,0.043,0.0894,0.0708,0.0649,0.195,0.0207,0.2999
ChrX_MullerAD,29500001,29600000,29514217,116,0.0651,0.0031,0.008,0.0592,0.0336,0.0318,0.1257,-0.0423,0.6878
ChrX_MullerAD,29700001,29800000,29759587,144,0.0594,0.0097,0.0316,0.0674,0.0458,0.053,0.2088,-0.0179,0.462
ChrX_MullerAD,30600001,30700000,30661309,109,0.0352,0.0186,0.0101,0.0375,0.0368,0.0282,0.0897,0.0707,0.2341
ChrX_MullerAD,31200001,31300000,31253735,158,0.0657,nan,0.0136,nan,0.0486,nan,nan,0.0069,nan
ChrX_MullerAD,31600001,31700000,31670909,164,0.0763,0.0262,0.0227,0.0826,0.0711,0.0715,0.1602,0.0482,0.4097
ChrX_MullerAD,31700001,31800000,31726016,103,0.0856,nan,0.0,nan,0.0795,nan,nan,0.0516,nan
ChrX_MullerAD,32100001,32200000,32146923,123,0.0897,0.0907,0.0705,0.1086,0.0912,0.1117,0.0857,0.0205,0.1209
ChrX_MullerAD,32200001,32300000,32238519,113,0.0962,0.0285,0.066,0.0865,0.0833,0.089,0.0662,-0.0185,0.3459
ChrX_MullerAD,32900001,33000000,32929564,121,0.0589,0.0252,0.0158,0.0656,0.05,0.0564,0.1309,0.0174,0.3651
ChrX_MullerAD,33200001,33300000,33255621,309,0.1326,0.0758,0.0797,0.1229,0.1296,0.1113,0.0567,0.0325,0.1372
ChrX_MullerAD,33300001,33400000,33377318,118,0.1002,0.0635,0.052,0.1275,0.0982,0.1215,0.1308,0.0244,0.3101
ChrX_MullerAD,33400001,33500000,33458385,103,nan,0.0128,0.0065,0.0867,0.0455,0.0733,nan,nan,0.7155
ChrX_MullerAD,33600001,33700000,33655277,124,0.0667,0.0472,0.0444,0.0819,0.057,0.0728,0.1401,-0.0165,0.1852
ChrX_MullerAD,34000001,34100000,34051831,128,0.0594,0.0168,0.0134,0.058,0.0458,0.0341,0.1067,-0.0103,0.32
ChrX_MullerAD,34100001,34200000,34173487,141,0.0577,0.0027,0.008,0.0313,0.035,0.0112,-0.0488,-0.0267,0.3853
ChrX_MullerAD,34200001,34300000,34250959,144,0.0699,0.0016,0.0189,0.0556,0.0496,0.0327,0.1118,0.0038,0.5906
ChrX_MullerAD,35000001,35100000,35046687,179,0.0631,0.0025,0.0146,0.064,0.0457,0.0489,0.1951,0.0066,0.7394
ChrX_MullerAD,35100001,35200000,35169858,142,0.0519,0.0073,0.0213,0.0394,0.0428,0.0285,0.0372,0.0065,0.3394
ChrX_MullerAD,35200001,35300000,35233893,119,0.1055,0.0747,0.0993,0.111,0.1373,0.1424,0.0661,0.089,0.2252
ChrX_MullerAD,35400001,35500000,35447647,168,0.082,0.0213,0.0331,0.069,0.0708,0.0367,0.0868,0.0257,0.1326
ChrX_MullerAD,35700001,35800000,35761422,118,0.0386,0.0046,0.0249,0.0691,0.0375,0.073,0.3718,0.0073,0.7305
ChrX_MullerAD,35800001,35900000,35868264,269,0.0569,0.0014,0.0201,0.0453,0.051,0.0372,0.1175,0.0384,0.6287
ChrX_MullerAD,36100001,36200000,36139760,259,0.0629,0.0082,0.0188,0.055,0.0546,0.0457,0.1315,0.0394,0.523
ChrX_MullerAD,36200001,36300000,36270727,159,0.0729,0.0175,0.0335,0.0665,0.0659,0.0568,0.1044,0.0267,0.3503
ChrX_MullerAD,36300001,36400000,36337205,147,0.1114,0.0658,0.0636,0.1125,0.1038,0.1055,0.0791,0.0215,0.1901
ChrX_MullerAD,36400001,36500000,36460340,142,0.0573,0.0009,0.0158,0.0485,0.0464,0.0327,0.1234,0.012,0.6972
ChrX_MullerAD,36500001,36600000,36527604,155,0.0725,0.0167,0.0223,0.0734,0.0587,0.052,0.136,0.0141,0.391
ChrX_MullerAD,36600001,36700000,36652521,544,0.0664,0.0045,0.0254,0.0498,0.0548,0.0425,0.1023,0.0252,0.5173
ChrX_MullerAD,36700001,36800000,36747327,773,0.0562,0.0031,0.0165,0.043,0.0433,0.0303,0.1152,0.0242,0.5444
ChrX_MullerAD,36800001,36900000,36853613,959,0.0667,0.0151,0.0193,0.0494,0.0496,0.0313,0.0615,0.0195,0.2403
ChrX_MullerAD,36900001,37000000,36952494,981,0.0681,0.003,0.0364,0.0434,0.0692,0.0509,0.0585,0.0466,0.5123
ChrX_MullerAD,37000001,37100000,37023961,258,0.082,0.0061,0.0447,0.0545,0.0784,0.0545,0.0497,0.0336,0.4126
ChrX_MullerAD,37500001,37600000,37557269,1317,0.1097,0.0035,0.0822,0.0839,0.1206,0.1076,0.121,0.0415,0.5204
ChrX_MullerAD,37600001,37700000,37638010,1517,0.1569,0.0065,0.1333,0.159,0.1635,0.1824,0.2132,0.0217,0.5322
ChrX_MullerAD,37700001,37800000,37747158,2016,0.144,0.0044,0.0791,0.1513,0.138,0.1471,0.2285,0.0348,0.6379
ChrX_MullerAD,37800001,37900000,37844747,2044,0.1492,0.0084,0.0952,0.1296,0.1617,0.1569,0.1571,0.049,0.5724
ChrX_MullerAD,37900001,38000000,37939505,988,0.1195,0.0104,0.0688,0.093,0.1218,0.1028,0.1123,0.0433,0.4893
ChrX_MullerAD,38000001,38100000,38051325,1594,0.0959,0.0035,0.0549,0.0723,0.0947,0.0917,0.1151,0.0379,0.5957
ChrX_MullerAD,38100001,38200000,38151447,1574,0.1074,0.0029,0.0575,0.0848,0.1027,0.0957,0.1325,0.0358,0.6046
ChrX_MullerAD,38200001,38300000,38253649,2448,0.143,0.0053,0.0995,0.1458,0.1593,0.1642,0.2166,0.049,0.5993
ChrX_MullerAD,38300001,38400000,38353605,2394,0.1268,0.0037,0.0419,0.1323,0.1093,0.1289,0.2265,0.0381,0.7549
ChrX_MullerAD,38400001,38500000,38454098,3531,0.1687,0.0084,0.067,0.182,0.1793,0.2187,0.2332,0.0678,0.7496
ChrX_MullerAD,38500001,38600000,38542362,2654,0.1603,0.0096,0.0533,0.1795,0.1596,0.1899,0.2439,0.062,0.744
ChrX_MullerAD,38600001,38700000,38649470,3625,0.1953,0.0135,0.0793,0.2025,0.2011,0.2172,0.215,0.0612,0.6831
ChrX_MullerAD,38700001,38800000,38761582,1574,0.1324,0.0089,0.0418,0.1248,0.1235,0.1325,0.1824,0.0524,0.7015
ChrX_MullerAD,38800001,38900000,38853704,1619,0.1386,0.0131,0.0416,0.1274,0.1213,0.0566,0.1671,0.0434,0.3498
ChrX_MullerAD,38900001,39000000,38952251,2954,0.1394,0.0073,0.0733,0.1472,0.141,0.1281,0.2251,0.0465,0.5852
ChrX_MullerAD,39000001,39100000,39051071,3786,0.1682,0.0061,0.0994,0.1765,0.1705,0.1889,0.2266,0.0408,0.6403
ChrX_MullerAD,39100001,39200000,39144086,2823,0.1347,0.0125,0.0803,0.1271,0.134,0.1215,0.1766,0.037,0.4912
ChrX_MullerAD,39200001,39300000,39220450,791,0.094,0.0078,0.0611,0.0896,0.0837,0.0838,0.1814,0.0121,0.4705
ChrX_MullerAD,39300001,39400000,39343766,178,0.1434,0.0868,0.1111,0.162,0.154,0.1679,0.117,0.036,0.1974
ChrX_MullerAD,39400001,39500000,39471201,1736,0.1728,0.013,0.1215,0.1723,0.1853,0.1852,0.1999,0.0409,0.5286
ChrX_MullerAD,39500001,39600000,39548424,3199,0.1489,0.008,0.0812,0.1496,0.1405,0.1296,0.2075,0.0325,0.5526
ChrX_MullerAD,39600001,39700000,39665533,2191,0.1322,0.0082,0.074,0.1408,0.1304,0.144,0.2258,0.039,0.6146
ChrX_MullerAD,39700001,39800000,39746544,2585,0.104,0.0077,0.0529,0.1089,0.0973,0.1129,0.2169,0.0344,0.6224
ChrX_MullerAD,39800001,39900000,39845843,2686,0.1495,0.0156,0.0997,0.1778,0.1598,0.1975,0.2554,0.0437,0.5911
ChrX_MullerAD,39900001,40000000,39953228,2308,0.111,0.0084,0.0836,0.1208,0.1121,0.1268,0.2304,0.025,0.532
ChrX_MullerAD,40000001,40100000,40054385,3153,0.1361,0.0139,0.0568,0.1535,0.1372,0.1614,0.237,0.0562,0.6576
ChrX_MullerAD,40100001,40200000,40132093,2051,0.1522,0.0268,0.0325,0.1869,0.1549,0.2016,0.2511,0.0773,0.6889
ChrX_MullerAD,40200001,40300000,40223979,105,nan,0.0652,0.115,nan,0.175,0.139,nan,nan,0.3268
ChrX_MullerAD,40300001,40400000,40367222,2088,0.1604,0.0134,0.0648,0.1838,0.1887,0.2135,0.2466,0.0865,0.7141
ChrX_MullerAD,40400001,40500000,40447500,3737,0.1611,0.026,0.0234,0.1905,0.1912,0.243,0.2409,0.112,0.7566
ChrX_MullerAD,40500001,40600000,40551833,3854,0.1602,0.0321,0.0196,0.1906,0.1694,0.2223,0.2345,0.0927,0.7085
ChrX_MullerAD,40600001,40700000,40656249,2877,0.1159,0.0384,0.008,0.1302,0.1244,0.1526,0.1853,0.1005,0.599
ChrX_MullerAD,40700001,40800000,40749959,3670,0.1505,0.0708,0.0181,0.1899,0.1863,0.2351,0.1996,0.1224,0.5405
ChrX_MullerAD,40800001,40900000,40850164,3508,0.1418,0.0627,0.0395,0.1769,0.1628,0.2215,0.2012,0.0932,0.5184
ChrX_MullerAD,40900001,41000000,40950345,2527,0.1196,0.0253,0.0086,0.136,0.1138,0.1528,0.2155,0.0792,0.6962
ChrX_MullerAD,41000001,41100000,41046353,3218,0.1214,0.0575,0.0165,0.1579,0.1275,0.162,0.2104,0.09,0.4848
ChrX_MullerAD,41100001,41200000,41149943,1825,0.1016,0.0484,0.0092,0.1033,0.1047,0.0899,0.1161,0.0909,0.3594
ChrX_MullerAD,41200001,41300000,41244079,3191,0.1542,0.0436,0.02,0.1737,0.1811,0.208,0.1967,0.1114,0.626
ChrX_MullerAD,41300001,41400000,41354089,3888,0.1053,0.0069,0.0157,0.1122,0.1092,0.0958,0.2253,0.0867,0.774
ChrX_MullerAD,41400001,41500000,41451820,2907,0.1218,0.0621,0.0569,0.1416,0.1216,0.154,0.1601,0.0499,0.3596
ChrX_MullerAD,41500001,41600000,41550965,3836,0.1037,0.0526,0.0373,0.106,0.105,0.1116,0.1115,0.0625,0.3297
ChrX_MullerAD,41600001,41700000,41652723,3893,0.1325,0.0825,0.0764,0.1529,0.1444,0.1796,0.134,0.0556,0.3091
ChrX_MullerAD,41700001,41800000,41747469,3176,0.0986,0.0231,0.0185,0.1102,0.1044,0.1251,0.2041,0.0866,0.631
ChrX_MullerAD,41800001,41900000,41842601,1862,0.0833,0.0037,0.0032,0.0715,0.0678,0.0331,0.1559,0.0576,0.7486
ChrX_MullerAD,41900001,42000000,41950965,2502,0.1368,0.0133,0.0652,0.1566,0.15,0.1781,0.2432,0.0661,0.6655
ChrX_MullerAD,42000001,42100000,42053742,3955,0.1246,0.012,0.0878,0.143,0.137,0.1635,0.2445,0.0455,0.5828
ChrX_MullerAD,42100001,42200000,42151540,4304,0.139,0.016,0.1002,0.1633,0.153,0.1813,0.2485,0.0443,0.5571
ChrX_MullerAD,42200001,42300000,42253235,3449,0.1096,0.0086,0.0776,0.1174,0.1168,0.1251,0.2242,0.0392,0.5478
ChrX_MullerAD,42300001,42400000,42350630,3278,0.1187,0.0085,0.0848,0.1348,0.131,0.1463,0.2461,0.0453,0.5803
ChrX_MullerAD,42400001,42500000,42458345,2301,0.1222,0.015,0.071,0.1531,0.1286,0.1677,0.2698,0.0488,0.6181
ChrX_MullerAD,42500001,42600000,42557139,3313,0.1516,0.0076,0.072,0.1916,0.1658,0.236,0.2884,0.0658,0.7593
ChrX_MullerAD,42600001,42700000,42647809,3314,0.1443,0.0061,0.0718,0.171,0.1631,0.2098,0.2677,0.0701,0.7445
ChrX_MullerAD,42700001,42800000,42750993,3509,0.1322,0.0298,0.0982,0.1543,0.1427,0.1683,0.222,0.0385,0.4532
ChrX_MullerAD,42800001,42900000,42852687,3956,0.148,0.0809,0.0816,0.1829,0.1638,0.2131,0.1763,0.061,0.3707
ChrX_MullerAD,42900001,43000000,42941738,3565,0.1431,0.0756,0.1022,0.1775,0.1624,0.2059,0.1812,0.0508,0.3413
ChrX_MullerAD,43000001,43100000,43047313,2187,0.1463,0.0443,0.1046,0.1709,0.1568,0.1844,0.2058,0.0397,0.406
ChrX_MullerAD,43100001,43200000,43146751,2453,0.1454,0.0536,0.0409,0.1708,0.1822,0.2084,0.1938,0.1102,0.5352
ChrX_MullerAD,43200001,43300000,43248256,1492,0.1099,0.0065,0.0267,0.1494,0.0883,0.1471,0.3121,0.0356,0.8088
ChrX_MullerAD,43300001,43400000,43348188,3016,0.138,0.0052,0.0391,0.145,0.1607,0.178,0.2268,0.0955,0.8124
ChrX_MullerAD,43400001,43500000,43451758,2356,0.1025,0.0039,0.0254,0.1209,0.105,0.1218,0.2668,0.0751,0.814
ChrX_MullerAD,43500001,43600000,43546484,2552,0.1421,0.0117,0.013,0.1624,0.1329,0.1794,0.2461,0.0745,0.8349
ChrX_MullerAD,43600001,43700000,43650771,2744,0.1421,0.0051,0.0044,0.1705,0.162,0.2017,0.2734,0.115,0.9351
ChrX_MullerAD,43700001,43800000,43739026,2255,0.1529,0.0271,0.0699,0.1649,0.1961,0.2397,0.2042,0.099,0.6517
ChrX_MullerAD,43800001,43900000,43850157,1434,0.065,0.0277,0.0021,0.1025,0.0402,0.0824,0.2935,0.0208,0.5282
ChrX_MullerAD,43900001,44000000,43948389,1101,0.0689,0.0071,0.0009,0.0444,0.0399,0.0092,0.0476,0.0149,0.25
ChrX_MullerAD,44000001,44100000,44050409,874,0.0513,0.02,0.009,0.042,0.0372,0.0249,0.0557,0.0267,0.1776
ChrX_MullerAD,44100001,44200000,44142841,875,0.052,0.0192,0.0142,0.0375,0.0444,0.0297,0.0173,0.0418,0.2057
ChrX_MullerAD,44200001,44300000,44259622,2015,0.156,0.1072,0.0069,0.1561,0.1112,0.1168,0.0649,0.038,0.2046
ChrX_MullerAD,44300001,44400000,44354168,2973,0.1405,0.1028,0.0449,0.1463,0.1632,0.1854,0.0712,0.0917,0.3112
ChrX_MullerAD,44400001,44500000,44447975,3716,0.1363,0.0957,0.0536,0.1636,0.1567,0.1911,0.1331,0.0829,0.3289
ChrX_MullerAD,44500001,44600000,44551598,3747,0.1336,0.124,0.0784,0.1632,0.1513,0.1859,0.0958,0.0622,0.2128
ChrX_MullerAD,44600001,44700000,44648986,3915,0.1089,0.1224,0.0689,0.1319,0.1314,0.1581,0.0551,0.0705,0.1704
ChrX_MullerAD,44700001,44800000,44746544,3119,0.0808,0.0715,0.0432,0.0838,0.0848,0.0862,0.0381,0.0525,0.1385
ChrX_MullerAD,44800001,44900000,44848661,2868,0.0836,0.0738,0.0433,0.0863,0.0872,0.0895,0.0366,0.0529,0.1439
ChrX_MullerAD,44900001,45000000,44949326,4512,0.0991,0.085,0.0659,0.1025,0.1011,0.1047,0.0425,0.0352,0.1162
ChrX_MullerAD,45000001,45100000,45050323,3906,0.1054,0.0892,0.0804,0.1157,0.12,0.1386,0.0688,0.047,0.1828
ChrX_MullerAD,45100001,45200000,45145348,2428,0.1041,0.0835,0.0455,0.111,0.1098,0.1211,0.0658,0.0626,0.2151
ChrX_MullerAD,45200001,45300000,45248732,3854,0.1157,0.0883,0.028,0.1282,0.1259,0.1454,0.0893,0.0866,0.2982
ChrX_MullerAD,45300001,45400000,45348598,3474,0.1633,0.1234,0.0353,0.1823,0.1681,0.2004,0.0939,0.0791,0.2984
ChrX_MullerAD,45400001,45500000,45451850,3252,0.1591,0.1252,0.0947,0.171,0.1643,0.1844,0.0725,0.0439,0.1859
ChrX_MullerAD,45500001,45600000,45545913,4918,0.1365,0.1238,0.089,0.17,0.1633,0.2004,0.1079,0.0671,0.2271
ChrX_MullerAD,45600001,45700000,45651870,4109,0.1405,0.1375,0.1041,0.1723,0.1647,0.2004,0.0878,0.0549,0.1816
ChrX_MullerAD,45700001,45800000,45753446,4098,0.1546,0.1767,0.0868,0.1876,0.178,0.2215,0.0522,0.0676,0.1723
ChrX_MullerAD,45800001,45900000,45847522,4279,0.1663,0.1336,0.0622,0.1813,0.2014,0.2494,0.0745,0.0949,0.3188
ChrX_MullerAD,45900001,46000000,45950429,4678,0.1975,0.1852,0.058,0.2258,0.2235,0.246,0.0668,0.0891,0.2241
ChrX_MullerAD,46000001,46100000,46047903,2757,0.2188,0.1603,0.1188,0.2447,0.2513,0.2108,0.0991,0.069,0.1461
ChrX_MullerAD,46100001,46200000,46146604,2754,0.1571,0.1081,0.0927,0.1914,0.1811,0.2358,0.1421,0.0654,0.3191
ChrX_MullerAD,46200001,46300000,46248678,4666,0.1465,0.1509,0.0134,0.1629,0.1541,0.1866,0.0373,0.0946,0.2407
ChrX_MullerAD,46300001,46400000,46350633,4213,0.1429,0.1467,0.0541,0.1529,0.151,0.1716,0.0223,0.0684,0.1706
ChrX_MullerAD,46400001,46500000,46447385,4647,0.1247,0.1351,0.0123,0.1368,0.1345,0.1594,0.0214,0.0984,0.2252
ChrX_MullerAD,46500001,46600000,46548870,4189,0.1426,0.1625,0.0763,0.1644,0.1601,0.1952,0.0315,0.0653,0.1613
ChrX_MullerAD,46600001,46700000,46654084,3903,0.1373,0.1435,0.108,0.1663,0.1563,0.1923,0.0701,0.0447,0.1512
ChrX_MullerAD,46700001,46800000,46750384,4632,0.1471,0.1406,0.1183,0.168,0.1678,0.2001,0.0629,0.0436,0.1588
ChrX_MullerAD,46800001,46900000,46851950,3876,0.1254,0.1288,0.0745,0.1372,0.1292,0.1518,0.031,0.0436,0.135
ChrX_MullerAD,46900001,47000000,46947209,4626,0.1435,0.1392,0.0983,0.1585,0.1591,0.1927,0.0463,0.0489,0.1709
ChrX_MullerAD,47000001,47100000,47049779,3067,0.1308,0.0486,0.0679,0.1297,0.1524,0.1851,0.1303,0.0739,0.4641
ChrX_MullerAD,47100001,47200000,47145750,3697,0.1636,0.0379,0.0887,0.1906,0.1782,0.253,0.2201,0.0589,0.5805
ChrX_MullerAD,47200001,47300000,47251382,3335,0.1861,0.0494,0.1039,0.2251,0.1979,0.2928,0.2266,0.0529,0.5581
ChrX_MullerAD,47300001,47400000,47349781,3351,0.1827,0.0233,0.0644,0.2071,0.1925,0.2864,0.2331,0.0705,0.7283
ChrX_MullerAD,47400001,47500000,47440504,3435,0.1641,0.0211,0.0696,0.1804,0.1718,0.2312,0.2218,0.0624,0.6756
ChrX_MullerAD,47500001,47600000,47552572,3468,0.1343,0.0646,0.0767,0.148,0.1485,0.1883,0.146,0.059,0.3873
ChrX_MullerAD,47600001,47700000,47651478,3551,0.1088,0.0864,0.0702,0.1262,0.1179,0.1525,0.1014,0.0482,0.2452
ChrX_MullerAD,47700001,47800000,47747341,3591,0.1088,0.1092,0.0873,0.1272,0.1227,0.1471,0.0631,0.0414,0.1451
ChrX_MullerAD,47800001,47900000,47853016,4554,0.1039,0.0661,0.0652,0.1165,0.1084,0.1266,0.12,0.0428,0.2509
ChrX_MullerAD,47900001,48000000,47954023,4536,0.15,0.1024,0.0924,0.1788,0.1588,0.2244,0.1344,0.0465,0.3147
ChrX_MullerAD,48000001,48100000,48051421,4874,0.1481,0.1377,0.094,0.172,0.1642,0.2168,0.0749,0.0536,0.2227
ChrX_MullerAD,48100001,48200000,48150999,4819,0.1691,0.1443,0.1181,0.19,0.1858,0.2385,0.0767,0.046,0.2194
ChrX_MullerAD,48200001,48300000,48248451,4088,0.1551,0.0702,0.125,0.1658,0.1659,0.1881,0.1403,0.0309,0.2832
ChrX_MullerAD,48300001,48400000,48353136,3487,0.16,0.1126,0.1319,0.1768,0.1777,0.2168,0.1003,0.0365,0.2263
ChrX_MullerAD,48400001,48500000,48448448,3229,0.1882,0.1508,0.1197,0.2063,0.1947,0.2471,0.0771,0.0404,0.2199
ChrX_MullerAD,48500001,48600000,48551808,3593,0.1471,0.1184,0.0971,0.157,0.1567,0.1909,0.0657,0.0437,0.2096
